ms_subclass,ms_zoning,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,foundation,bsmt_qual,total_bsmt_sf,gr_liv_area,kitchen_qual,garage_type,garage_cars,sale_type,saleprice,total_bath
60,RL,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9,Hip,CemntBd,CmentBd,Stone,3,PConc,5,1992.0,2868,4,BuiltIn,3.0,New,556581,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,BrkFace,BrkFace,None,2,CBlock,3,1478.0,1478,2,Attchd,2.0,WD ,156500,3.0
60,RL,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,930.0,1995,3,Attchd,2.0,WD ,237000,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,912.0,912,2,Attchd,1.0,WD ,120000,2.0
20,RL,Lvl,Corner,Gilbert,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,2,PConc,4,1326.0,1326,3,Attchd,2.0,WD ,203000,3.0
120,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,HdBoard,HdBoard,None,2,CBlock,4,1191.0,1204,2,Attchd,2.0,WD ,130000,2.0
60,RL,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,780.0,1611,2,Attchd,2.0,WD ,167900,3.0
190,RL,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,4,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,960.0,960,2,Detchd,2.0,WD ,129000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,1070.0,1236,3,Attchd,1.0,WD ,134450,2.0
30,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,816.0,1416,3,Attchd,2.0,WD ,112000,2.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,3,PConc,4,929.0,1873,3,Attchd,2.0,WD ,207000,4.0
90,RM,Bnk,Inside,OldTown,Norm,Duplex,2Story,5,Hip,MetalSd,MetalSd,None,2,BrkTil,3,1040.0,2128,2,NA,0.0,WD ,62500,2.0
160,RL,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,Gable,VinylSd,Wd Shng,Stone,3,PConc,4,764.0,1626,3,BuiltIn,2.0,WD ,154000,4.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,WdShing,Wd Shng,None,2,CBlock,3,816.0,816,2,Detchd,1.0,WD ,129900,2.0
160,RM,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,Gable,CemntBd,CmentBd,None,2,CBlock,4,536.0,1112,2,Attchd,1.0,WD ,85000,2.0
50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,2,PConc,3,572.0,1111,2,Detchd,1.0,WD ,116900,1.0
160,RL,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,Gable,Plywood,Brk Cmn,None,2,CBlock,3,855.0,1441,2,Attchd,2.0,WD ,148500,3.0
190,RL,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,Gable,MetalSd,MetalSd,None,2,BrkTil,4,672.0,924,1,Detchd,1.0,WD ,80000,2.0
85,RL,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,Gable,VinylSd,VinylSd,None,2,PConc,4,1060.0,1126,2,Attchd,2.0,WD ,152000,2.0
20,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,2,381.0,992,2,Detchd,1.0,Oth,155891,1.0
50,RL,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Shng,None,2,PConc,3,768.0,1376,3,Detchd,2.0,WD ,165000,1.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,3,PConc,4,1218.0,1218,3,Attchd,2.0,New,204500,2.0
70,RL,Lvl,Inside,NAmes,Artery,1Fam,2Story,5,Gable,MetalSd,MetalSd,Stone,2,CBlock,3,728.0,1644,3,Attchd,1.0,WD ,146500,2.0
20,RL,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,Gable,Plywood,Plywood,BrkFace,2,CBlock,4,1271.0,1601,2,Attchd,2.0,COD,157000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,Gable,Wd Sdng,Wd Shng,None,2,BrkTil,3,1313.0,2495,2,Detchd,2.0,WD ,184000,2.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,783.0,1509,3,Attchd,2.0,WD ,183200,4.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1092.0,1092,2,Attchd,1.0,WD ,139000,2.0
60,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Hip,Wd Sdng,ImStucc,BrkFace,3,PConc,4,1311.0,2418,3,Attchd,3.0,WD ,341000,4.0
160,RM,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,483.0,987,2,Detchd,1.0,COD,96000,2.0
20,RM,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,2,PConc,4,1121.0,1121,2,Attchd,2.0,WD ,140000,2.0
20,RM,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,Gable,MetalSd,MetalSd,None,2,CBlock,3,912.0,1236,2,Attchd,2.0,WD ,149700,2.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,4,1056.0,1074,2,Attchd,2.0,WD ,153500,3.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,884.0,1768,3,Attchd,2.0,WD ,224900,4.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1257.0,1266,3,Attchd,2.0,WD ,176000,2.0
50,RL,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,Hip,HdBoard,HdBoard,BrkFace,3,PConc,4,1683.0,2872,3,Attchd,2.0,WD ,285000,3.0
20,RL,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1485.0,1464,3,Attchd,3.0,WD ,282922,3.0
60,RL,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,924.0,2157,3,Attchd,2.0,WD ,226000,3.0
60,RL,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,1234.0,2576,4,BuiltIn,3.0,New,361919,3.0
60,RL,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,BrkFace,3,PConc,5,1398.0,2798,4,BuiltIn,3.0,New,457347,5.0
20,RL,Low,Inside,ClearCr,Norm,1Fam,1Story,8,Shed,Wd Sdng,Wd Sdng,None,3,CBlock,4,966.0,1743,3,Attchd,2.0,WD ,279000,3.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,Gable,Plywood,ImStucc,None,2,PConc,3,1567.0,1567,3,Attchd,2.0,WD ,196000,3.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,1090.0,1370,2,Attchd,2.0,WD ,152000,2.0
90,RL,Lvl,Inside,NAmes,Artery,Duplex,2Story,5,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,1248.0,2634,2,Detchd,4.0,WD ,200000,6.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,3,PConc,5,1570.0,1590,4,Attchd,3.0,New,294900,4.0
20,RL,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1450.0,1450,3,Attchd,3.0,New,224243,2.0
50,RL,Bnk,Corner,Edwards,Artery,1Fam,1.5Fin,6,Gable,AsbShng,AsbShng,None,2,BrkTil,2,832.0,1338,2,Detchd,2.0,WD ,92000,2.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Hip,VinylSd,VinylSd,None,3,PConc,4,728.0,1456,3,Attchd,2.0,New,179540,3.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,2392.0,2392,4,Attchd,3.0,WD ,386250,2.0
180,RM,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,Gable,CemntBd,CmentBd,None,2,CBlock,4,530.0,992,2,BuiltIn,1.0,WD ,106500,2.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,10,Gable,VinylSd,VinylSd,Stone,4,PConc,5,1017.0,2007,4,Attchd,3.0,WD ,310000,4.0
60,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1066.0,2385,3,BuiltIn,3.0,WD ,252000,3.0
75,RL,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,Gable,MetalSd,MetalSd,None,2,CBlock,3,918.0,1646,2,Detchd,1.0,WD ,164000,2.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,Stone,3,PConc,4,728.0,1456,3,Attchd,2.0,New,177594,3.0
50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,528.0,1040,2,Detchd,2.0,WD ,123900,1.0
70,RL,Lvl,Inside,Crawfor,Feedr,1Fam,2Story,6,Hip,Wd Sdng,Stucco,None,2,BrkTil,4,1370.0,2624,2,Detchd,3.0,WD ,239000,4.0
20,RL,Bnk,Inside,Mitchel,Norm,1Fam,1Story,5,Hip,Plywood,HdBoard,None,2,CBlock,3,1068.0,1264,2,Attchd,2.0,WD ,169000,2.0
120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1374.0,1557,3,Attchd,2.0,WD ,234000,2.0
85,RL,Bnk,Inside,Mitchel,Norm,1Fam,SFoyer,6,Gable,Plywood,Plywood,None,2,CBlock,4,957.0,1287,2,Attchd,2.0,WD ,173000,3.0
20,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1004.0,1004,2,Attchd,2.0,WD ,149000,2.0
20,RL,Lvl,Corner,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1162.0,1162,3,Attchd,2.0,WD ,170000,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,NA,3,PConc,5,1436.0,1436,3,Attchd,2.0,New,225000,2.0
20,RL,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,960.0,960,3,Attchd,1.0,WD ,144900,2.0
20,RL,Low,CulDSac,Edwards,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,4,1196.0,1196,2,Attchd,1.0,WD ,144000,2.0
120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1256.0,1269,3,Attchd,2.0,WD ,192000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,3,CBlock,3,1031.0,1031,3,Attchd,1.0,WD ,145500,2.0
50,RL,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,2,BrkTil,2,448.0,720,1,Attchd,1.0,WD ,86900,1.0
20,RL,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1505.0,1505,2,Attchd,2.0,WD ,149500,2.0
30,RL,Bnk,Inside,Crawfor,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,PConc,2,920.0,954,1,Basment,1.0,WD ,119750,1.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,2,PConc,4,750.0,1500,3,Attchd,2.0,New,173900,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,2,CBlock,3,1050.0,1050,2,Attchd,1.0,COD,136500,2.0
160,RL,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,Gable,CemntBd,CmentBd,None,3,PConc,4,2062.0,2687,3,Attchd,2.0,WD ,270000,3.0
20,RL,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,Flat,BrkFace,Plywood,None,2,CBlock,4,1602.0,1252,2,Attchd,2.0,WD ,235000,2.0
80,RL,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,None,2,PConc,4,384.0,1430,2,BuiltIn,2.0,WD ,156000,3.0
20,RL,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,4,1114.0,1114,3,Detchd,2.0,WD ,153000,3.0
120,RM,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,Hip,VinylSd,VinylSd,BrkFace,2,PConc,5,1224.0,1224,2,Attchd,2.0,WD ,165000,3.0
60,RL,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1122.0,2504,4,BuiltIn,3.0,WD ,325000,3.0
190,RL,Lvl,Inside,Crawfor,Norm,2fmCon,1.5Fin,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,728.0,1355,2,Detchd,2.0,WD ,140000,2.0
80,RM,Lvl,Corner,IDOTRR,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,741.0,2294,2,Attchd,2.0,WD ,202500,3.0
120,RL,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,9,Hip,MetalSd,MetalSd,BrkFace,4,PConc,5,1702.0,1702,4,Attchd,3.0,New,367294,3.0
80,RL,Lvl,Inside,Timber,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,4,1461.0,1509,3,Attchd,2.0,WD ,175000,3.0
70,RL,Lvl,Corner,Crawfor,Norm,1Fam,2Story,7,Gable,Wd Sdng,Wd Shng,None,2,BrkTil,3,756.0,1717,3,Detchd,3.0,WD ,140000,2.0
20,RL,Lvl,CulDSac,Timber,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,None,2,CBlock,4,1265.0,1240,3,Attchd,2.0,WD ,174000,3.0
80,RL,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,Stone,3,PConc,4,856.0,1166,3,Attchd,2.0,WD ,190000,3.0
70,RM,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,Gable,VinylSd,VinylSd,None,3,CBlock,3,504.0,1464,2,NA,0.0,WD ,129000,2.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,1592.0,1652,3,Attchd,2.0,WD ,200000,3.0
60,RL,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,2,CBlock,4,896.0,2142,3,Attchd,1.0,WD ,193500,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,Stone,2,CBlock,4,1092.0,1092,2,Attchd,2.0,WD ,145000,2.0
50,RL,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,Gable,Stucco,Wd Sdng,BrkFace,3,BrkTil,3,1022.0,1671,2,Detchd,2.0,WD ,218000,2.0
20,RL,Lvl,Corner,NAmes,Feedr,1Fam,1Story,5,Gable,Wd Sdng,Plywood,Stone,2,CBlock,3,1444.0,1624,2,Attchd,1.0,WD ,146500,2.0
120,RL,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1362.0,1362,3,Attchd,2.0,WD ,194700,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,CemntBd,CmentBd,Stone,3,PConc,4,1218.0,1218,3,Attchd,2.0,New,230348,3.0
30,RM,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,2,1124.0,1068,2,Detchd,1.0,WD ,109500,2.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,2,CBlock,4,1625.0,1625,1,Attchd,2.0,WD ,242500,3.0
160,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,2Story,7,Gable,HdBoard,HdBoard,None,3,PConc,4,1064.0,1767,3,Attchd,2.0,WD ,239000,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1050.0,1050,3,Attchd,1.0,WD ,156000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,2,CBlock,3,907.0,907,2,Detchd,1.0,WD ,109008,1.0
60,RL,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1242.0,2501,3,Attchd,3.0,WD ,290000,3.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,2,PConc,4,1209.0,1209,2,Attchd,2.0,ConLD,159000,2.0
70,RL,Bnk,Inside,BrkSide,RRAn,1Fam,2Story,4,Gable,MetalSd,MetalSd,None,2,PConc,3,348.0,906,2,Basment,1.0,WD ,87000,1.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1581.0,1601,3,Attchd,2.0,WD ,272000,3.0
20,RL,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1336.0,1336,3,Attchd,2.0,New,198000,3.0
50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,2,BrkTil,3,801.0,1656,2,Detchd,2.0,WD ,119164,2.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,982.0,1892,2,Attchd,2.0,WD ,226750,3.0
190,RL,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,Gable,HdBoard,HdBoard,None,2,CBlock,2,978.0,1699,2,CarPort,2.0,WD ,95000,3.0
50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,780.0,1416,2,Detchd,1.0,WD ,139900,2.0
30,RL,Lvl,Inside,BrkSide,Norm,1Fam,1Story,3,Gable,Wd Sdng,Plywood,None,2,CBlock,3,728.0,1306,1,NA,0.0,WD ,76500,1.0
30,RL,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,Gambrel,VinylSd,VinylSd,None,3,PConc,3,672.0,672,2,Detchd,1.0,WD ,86900,1.0
20,RL,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,2,CBlock,3,1113.0,1160,3,Attchd,1.0,WD ,152500,2.0
20,RL,Bnk,Inside,Edwards,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,Stone,2,CBlock,4,911.0,930,2,Attchd,1.0,WD ,99000,1.0
30,RL,HLS,Inside,BrkSide,Norm,1Fam,1Story,4,Hip,VinylSd,VinylSd,None,1,CBlock,3,420.0,708,1,NA,0.0,WD ,82500,1.0
120,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,ImStucc,None,3,PConc,4,1575.0,1575,3,Attchd,2.0,WD ,179200,3.0
20,RL,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,2,CBlock,3,1059.0,1059,2,Attchd,1.0,WD ,142500,2.0
20,RL,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,2,CBlock,3,1005.0,1005,2,Detchd,2.0,WD ,115400,2.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1057.0,1929,3,Attchd,2.0,WD ,226000,4.0
160,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,MetalSd,MetalSd,None,3,PConc,4,600.0,1200,3,Detchd,2.0,WD ,144152,3.0
60,RL,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,5,1765.0,2690,3,BuiltIn,3.0,WD ,370000,3.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,4,833.0,833,3,Attchd,2.0,WD ,149900,2.0
60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,728.0,1456,2,Attchd,2.0,New,172785,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,864.0,864,3,Detchd,2.0,WD ,129000,2.0
20,RL,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,None,2,CBlock,4,1362.0,1586,2,Attchd,2.0,WD ,181000,2.0
80,RL,Lvl,Corner,NAmes,Norm,1Fam,SLvl,5,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1058.0,1370,2,Basment,1.0,WD ,148000,2.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,NA,2,PConc,4,914.0,914,3,NA,0.0,WD ,117250,2.0
120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1373.0,1555,3,Attchd,2.0,WD ,192500,2.0
160,RM,Lvl,Inside,Blueste,Norm,Twnhs,2Story,6,Gable,MetalSd,MetalSd,None,2,CBlock,4,716.0,1556,2,Attchd,2.0,COD,151000,4.0
20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,882.0,882,2,Detchd,2.0,WD ,112500,2.0
30,RL,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,Stucco,Stucco,None,2,BrkTil,3,915.0,1167,2,Detchd,2.0,WD ,144000,1.0
120,RL,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,Hip,MetalSd,MetalSd,BrkFace,4,PConc,5,1800.0,1800,4,Attchd,3.0,New,370967,3.0
160,RL,Lvl,FR2,NPkVill,Norm,Twnhs,2Story,6,Gable,Plywood,Brk Cmn,None,2,CBlock,3,855.0,1456,3,Attchd,2.0,WD ,149900,3.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,831.0,1660,3,Attchd,2.0,WD ,195000,3.0
80,RL,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,HdBoard,HdBoard,BrkFace,2,PConc,4,384.0,1482,3,Attchd,2.0,WD ,163900,3.0
20,RL,Lvl,Corner,ClearCr,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,2,PConc,4,1190.0,1522,2,Attchd,2.0,WD ,182000,2.0
20,RL,HLS,Corner,Timber,Norm,1Fam,1Story,9,Gable,CemntBd,CmentBd,Stone,4,CBlock,5,2190.0,2036,4,Attchd,3.0,WD ,410000,3.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,PConc,4,1582.0,1595,2,Detchd,2.0,COD,152000,3.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,891.0,1686,3,Attchd,2.0,WD ,184000,3.0
90,RM,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,7,Gable,VinylSd,VinylSd,BrkFace,2,PConc,4,1344.0,1344,2,Attchd,4.0,WD ,206300,4.0
90,RL,Lvl,Corner,Mitchel,Norm,Duplex,1Story,5,Gable,Plywood,Plywood,None,2,CBlock,3,1652.0,1652,2,2Types,3.0,WD ,146500,2.0
50,RL,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,832.0,1337,2,Attchd,1.0,WD ,108000,1.0
80,RL,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,570.0,1920,3,Attchd,2.0,WD ,170000,3.0
120,RM,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,848.0,848,3,Attchd,2.0,WD ,145000,2.0
120,RL,Lvl,FR2,NPkVill,Norm,Twnhs,1Story,7,Gable,Plywood,Brk Cmn,None,2,CBlock,4,1057.0,1055,2,Attchd,2.0,WD ,123000,3.0
120,RL,HLS,Inside,ClearCr,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,2,PConc,4,1291.0,1291,3,Attchd,2.0,WD ,173000,2.0
30,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,2,BrkTil,3,624.0,720,2,Detchd,2.0,WD ,105900,1.0
180,RM,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,Gable,CemntBd,CmentBd,None,2,CBlock,4,462.0,988,2,BuiltIn,1.0,WD ,91000,2.0
50,RL,Bnk,Inside,Crawfor,Norm,1Fam,1.5Fin,5,Gable,BrkComm,Brk Cmn,None,2,BrkTil,3,1067.0,1523,1,Attchd,1.0,WD ,158000,3.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,864.0,1728,3,Attchd,2.0,WD ,190000,3.0
120,RL,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,Hip,BrkFace,BrkFace,None,3,PConc,4,1230.0,1239,3,Attchd,2.0,WD ,217500,3.0
50,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,Gable,WdShing,Wd Shng,BrkFace,2,CBlock,3,1151.0,1955,2,Attchd,1.0,WD ,165500,2.0
70,RL,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,2,CBlock,3,704.0,1564,1,Attchd,1.0,WD ,174500,2.0
